Name,Lat,Long
" Caring Pregnancy Resource Center of Northeast Colorado
"," 40.5837
"," -102.302
"
" Marisol Health
"," 39.9874
"," -105.108
"
" Marisol Health
"," 39.771
"," -104.906
"
" Marisol Health
"," 40.0152
"," -105.263
"
" Lighthouse Pregnancy Resources
"," 38.1374
"," -105.448
"
" CHOICES
"," 38.7503
"," -105.187
"
" CHOICES
"," 38.9925
"," -105.047
"
" Buena Vista Pregnancy Center
"," 38.8294
"," -106.121
"
" Arkansas Valley Pregnancy Center
"," 38.0643
"," -103.23
"
" The Resource Center
"," 40.4796
"," -104.909
"
" Life Choices
"," 39.8556
"," -105.05
"
" Selah
"," 40.4651
"," -106.822
"
" Salida Pregnancy Resource Center
"," 38.5336
"," -105.992
"
" Pregnancy Resource Center
"," 39.5365
"," -107.781
"
" A Caring Pregnancy Center
"," 38.2556
"," -104.626
"
" Aspire Medical Services and Education
"," 37.2584
"," -107.017
"
" Life Choices Family Resource Center
"," 38.4749
"," -107.875
"
" Birthline of Loveland
"," 40.4034
"," -105.056
"
" Life Choices
"," 40.4082
"," -105.063
"
" Life Choices
"," 40.1815
"," -105.094
"
" Alternatives Pregnancy Center
"," 39.5809
"," -104.989
"
" Care Net Pregnancy Center of SE Colorado
"," 38.0864
"," -102.617
"
" Alternatives Pregnancy Center
"," 39.7228
"," -105.082
"
" Arkansas Valley Pregnancy Center
"," 37.9848
"," -103.545
"
" Lighthouse Pregnancy Center
"," 38.5454
"," -106.927
"
" The Resource Center
"," 40.4167
"," -104.692
"
" Pregnancy Resource Connection
"," 40.085
"," -105.938
"
" Pregnancy Resource Center
"," 39.5416
"," -107.325
"
" Alpha Center
"," 40.5715
"," -105.077
"
" Life's Options Pregnancy Center
"," 39.6366
"," -105.316
"
" Life Choices
"," 40.3691
"," -105.503
"
" Women's Resource Center of the Rockies
"," 39.6291
"," -106.047
"
" Alternatives Pregnancy Center
"," 39.749
"," -105.001
"
" Caring Hands Pregnancy Center
"," 39.6972
"," -105.021
"
" Alternatives Pregnancy Center
"," 39.7426
"," -105.002
"
" Riverside Pregnancy Center
"," 39.7514
"," -105.02
"
" Pregnancy Resource Center
"," 38.7403
"," -108.074
"
" Yampa Valley Pregnancy & Family Center
"," 40.5148
"," -107.549
"
" Heart to Heart Montezuma Crisis Pregnancy Center
"," 37.3496
"," -108.589
"
" Colorado Springs Pregnancy Center
"," 38.8475
"," -104.76
"
" Colorado Springs Pregnancy Center
"," 38.889
"," -104.847
"
" Alternatives Pregnancy Center
"," 39.3639
"," -104.863
"
" Canon City Pregnancy Center
"," 38.4422
"," -105.241
"
" Caring Pregnancy Resource Center of Northeast Colorado
"," 40.2559
"," -103.625
"
" Life Choices
"," 39.9926
"," -104.822
"
" Alternatives Pregnancy Center
"," 39.7232
"," -104.823
"
" SLV Life Center
"," 37.4788
"," -105.901
"
" Choices
"," 41.7354
"," -122.635
"
" California Pregnancy Center and Aerospace Medicine
"," 36.7448
"," -119.784
"
" Birth Choice of Hemet
"," 33.7282
"," -117.013
"
" Birthchoice of Imperial Valley
"," 32.791
"," -115.561
"
" Birthright
"," 39.7345
"," -121.822
"
" Birthright of Napa
"," 38.2952
"," -122.288
"
" Birthright of San Lorenzo
"," 37.6792
"," -122.137
"
" Birthright San Jose
"," 37.3039
"," -121.931
"
" Petaluma Birthright
"," 38.2565
"," -122.642
"
" Birthright of Concord
"," 37.9733
"," -122.022
"
" Birthright of Brentwood
"," 37.9352
"," -121.696
"
" Yucaipa Valley Pregnancy Counseling Center
"," 34.0334
"," -117.085
"
" Women's Resource Clinic
"," 39.7384
"," -121.847
"
" Obria Medical Clinics - Pasadena
"," 34.1537
"," -118.133
"
" Whittier Life Centers Inc.
"," 33.972
"," -118.037
"
" Whittier Life Centers Inc.
"," 33.9706
"," -118.033
"
" The Vine Pregnancy Center
"," 34.8208
"," -118.938
"
" His Nesting Place
"," 33.8542
"," -118.189
"
" The Center for Life Choices
"," 39.1484
"," -123.198
"
" Support Circle Pregnancy Clinics
"," 37.7897
"," -122.408
"
" Support Circle Pregnancy Clinics
"," 37.4882
"," -122.234
"
" Support Circle Pregnancy Clinics
"," 37.8192
"," -122.265
"
" SCV Pregnancy Center
"," 34.4411
"," -118.575
"
" Life Centers of Orange County
"," 33.7597
"," -117.855
"
" Pregnancy Care Center
"," 35.6222
"," -117.663
"
" Real Hope Center
"," 32.7932
"," -115.556
"
" Pregnancy Resouce Center
"," 35.6112
"," -118.482
"
" Pregnancy and Family Resource Center
"," 34.0675
"," -117.286
"
" Pregnancy Resource Center
"," 36.9751
"," -122.019
"
" Porterville Pregnancy Resource Center
"," 36.0802
"," -119.024
"
" Network Medical Women's Center
"," 34.4356
"," -119.81
"
" Alpha Pregnancy Clinics
"," 38.3258
"," -122.293
"
" Mountain Pregnancy Center
"," 34.2454
"," -117.258
"
" Marin Pregnancy Clinic
"," 38.1088
"," -122.574
"
" MAMA Crisis Pregnancy Center
"," 40.4118
"," -120.661
"
" LivingWell Pregnancy Centers
"," 33.8214
"," -117.837
"
" Life Light Pregnancy Help Center
"," 40.5649
"," -122.362
"
" Life Choices Pregnancy Clinic of Ojai Valley Inc.
"," 34.4432
"," -119.265
"
" Life Centers of Ventura County
"," 34.2082
"," -119.178
"
" Life Centers of Orange County
"," 33.9315
"," -117.936
"
" Informed Choices
"," 37.0142
"," -121.573
"
" Heartline Pregnancy Counseling
"," 33.9488
"," -117.397
"
" Guadalupe Pregnancy Services
"," 34.0433
"," -118.086
"
" Guadalupe Medical Center
"," 34.0615
"," -118.287
"
" Foothills Pregnancy Resource Center
"," 34.1418
"," -117.977
"
" Foothill Pregnancy Center
"," 37.9913
"," -120.384
"
" Grace Elliot Center
"," 33.9178
"," -118.24
"
" East Los Angeles Pregnancy Center
"," 34.0363
"," -118.148
"
" CAPS Pregnancy Clinics
"," 32.7358
"," -117.161
"
" Doors of Hope Parenting & Pregnancy Center
"," 36.9454
"," -120.051
"
" COLFS Medical Clinic
"," 33.1293
"," -117.091
"
" Ohana Health
"," 34.1808
"," -118.875
"
" Claris Health
"," 33.9494
"," -118.348
"
" Claris Health
"," 34.0358
"," -118.444
"
" CHOICES Women's Resource Center
"," 34.0486
"," -117.812
"
" Birthline of San Diego County Inc.
"," 32.6094
"," -117.068
"
" Barstow Pregnancy Center
"," 34.8978
"," -117.022
"
" Birthline of San Diego County Inc.
"," 32.8077
"," -117.201
"
" Alpha Pregnancy Clinics - Fairfield Center
"," 38.2506
"," -122.047
"
" Alpha Pregnancy Center
"," 37.7173
"," -122.441
"
" Options - A Women's Care Center
"," 34.0514
"," -117.943
"
" A Woman's Friend Pregnancy Resource Clinic
"," 39.1431
"," -121.621
"
" Pregnancy Support Group of Woodland
"," 38.6786
"," -121.782
"
" Women's Pregnancy Care Clinic
"," 33.9419
"," -117.986
"
" Guadalupe Pregnancy Outreach
"," 36.914
"," -121.756
"
" Pathway Health Clinic
"," 33.1858
"," -117.28
"
" Care Pregnancy Resource Center
"," 36.3304
"," -119.302
"
" Rose of Sharon Pregnancy Resource Center
"," 34.5175
"," -117.311
"
" Ventura County Pregnancy Center
"," 34.257
"," -119.227
"
" Alpha Pregnancy Clinics - Vacaville Clinic
"," 38.3577
"," -122.006
"
" RealOptions Obria Medical Clinics
"," 37.592
"," -122.035
"
" Turlock Pregnancy and Health Center
"," 37.5191
"," -120.851
"
" Pregnancy Resource Center of Tracy
"," 37.7394
"," -121.426
"
" Pregnancy Help Center
"," 33.8351
"," -118.329
"
" The Pregnancy Help Center of San Gabriel Valley
"," 34.102
"," -118.073
"
" Birth Choice of Temecula
"," 33.5174
"," -117.168
"
" Family Life Pregnancy Center of Tehachapi
"," 35.1317
"," -118.449
"
" Stockton Pregnancy Help Center
"," 37.9886
"," -121.314
"
" Community Pregnancy Clinic
"," 34.2616
"," -118.758
"
" Bridges Pregnancy Clinic and Care Center
"," 38.4472
"," -122.717
"
" Care Net Pregnancy & Resource Center Santa Maria
"," 34.9518
"," -120.432
"
" Birth Choice San Marcos
"," 33.1433
"," -117.201
"
" RealOptions Obria Medical Clinics
"," 37.3366
"," -121.919
"
" RealOptions Obria Medical Clinics
"," 37.3664
"," -121.828
"
" GHS Women's Center
"," 37.3241
"," -121.938
"
" St. Juan Diego Women's Center
"," 37.3664
"," -121.828
"
" CAPS Pregnancy Clinics
"," 32.7674
"," -117.055
"
" CAPS Pregnancy Clinics
"," 32.8011
"," -117.236
"
" San Diego Pregnancy Care Clinic
"," 32.6924
"," -117.105
"
" Turning Point Pregnancy Resource Center
"," 32.8838
"," -117.155
"
" Pregnancy Resource Center Medical Clinic
"," 33.4297
"," -117.614
"
" Confidence Pregnancy Center
"," 36.6584
"," -121.64
"
" Sacramento Life Center
"," 38.5971
"," -121.41
"
" Alternatives Pregancy Center
"," 38.5862
"," -121.416
"
" Sierra Pregnancy & Health
"," 38.7366
"," -121.271
"
" Riverside Life Services
"," 33.9489
"," -117.398
"
" Care Net Pregnancy Center of Northern California
"," 40.5739
"," -122.377
"
" Ramona Pregnancy Care Clinic
"," 33.037
"," -116.877
"
" Life Choices
"," 32.9591
"," -117.063
"
" Valley Pregnancy Center
"," 37.6923
"," -121.931
"
" Pregnancy Counseling Services
"," 38.7296
"," -120.799
"
" Care Net of Pregnancy Center of Paradise
"," 39.7761
"," -121.593
"
" Women's Clinic of the Antelope Valley
"," 34.5792
"," -118.104
"
" Obria Medical Clinics - Orange
"," 33.7881
"," -117.841
"
" Birth Choice Oceanside
"," 33.1965
"," -117.378
"
" Open Arms Pregnancy Clinic
"," 34.2431
"," -118.537
"
" RealOptions Obria Medical Clinics - Mountain View
"," 37.4063
"," -122.111
"
" Compassion Pregnancy Center & Clinic
"," 36.5954
"," -121.895
"
" First Choice Health Services
"," 37.6801
"," -120.976
"
" Pregnancy Counseling Center
"," 34.2558
"," -118.468
"
" Alpha Pregnancy Help Center
"," 37.3225
"," -120.48
"
" Helping Hands Pregnancy & Parenting Center
"," 37.4881
"," -119.966
"
" Pregnancy Help Center of Manteca
"," 37.8028
"," -121.217
"
" Aves Pregnancy Clinic of Southern California
"," 34.0871
"," -118.292
"
" Los Angeles Pregnancy Services
"," 34.0585
"," -118.282
"
" Obria Medical Clinics - Long Beach
"," 33.8057
"," -118.19
"
" Pregnancy & Parenting Support Center
"," 34.6565
"," -120.459
"
" Pregnancy Resource Center of Lodi
"," 38.1335
"," -121.254
"
" Livermore Pregnancy Resource Center
"," 37.6802
"," -121.746
"
" Care Net Women's Resource Center of North County
"," 34.6963
"," -118.148
"
" Elsinore Valley Pregnancy Resource Center
"," 33.6807
"," -117.371
"
" Birth Choice of the Desert
"," 33.7098
"," -116.279
"
" Amador Pregnancy Help Center
"," 38.3426
"," -120.763
"
" Refuge Pregnancy Center
"," 33.7067
"," -116.242
"
" Los Angeles Pregnancy Services
"," 33.9732
"," -118.214
"
" Horizon Pregnancy Clinic
"," 33.7438
"," -118.025
"
" Hollister Pregnancy Center
"," 36.8513
"," -121.405
"
" CrossRds Pregnancy Center
"," 36.3284
"," -119.648
"
" Lifeline Pregnancy Center
"," 35.1214
"," -120.613
"
" LivingWell Medical Clinic
"," 39.2288
"," -121.051
"
" Aves Pregnancy Clinic of Southern California
"," 34.1745
"," -118.294
"
" Pregnancy Care Center
"," 36.7579
"," -119.797
"
" Pregnancy Care Center
"," 36.8382
"," -119.746
"
" Assure Pregnancy Clinic
"," 34.1066
"," -117.433
"
" Fallbrook Pregnancy Resource Center
"," 33.383
"," -117.252
"
" J. Rophe Medical
"," 40.7945
"," -124.137
"
" Alternatives Medical Clinic
"," 33.1217
"," -117.078
"
" East County Pregnancy Care Clinic
"," 32.788
"," -116.962
"
" LivingHelp Center
"," 33.9396
"," -118.131
"
" Dawnings Pregnancy Resource Center of Dinuba
"," 36.5407
"," -119.382
"
" Crescent City Pregnancy Care Center
"," 41.7731
"," -124.204
"
" Corona Life Services
"," 33.888
"," -117.563
"
" Options for Women of California
"," 37.9559
"," -121.967
"
" Silent Voices
"," 32.6238
"," -117.076
"
" Trinity Pregnancy Resource Center
"," 37.121
"," -120.261
"
" Bakersfield Pregnancy Center
"," 35.3751
"," -119.023
"
" Tree of Life Pregnancy Support Center
"," 35.2777
"," -120.661
"
" Tree of Life Pregnancy Support Center
"," 35.4755
"," -120.669
"
" Calaveras Door of Hope
"," 38.0763
"," -120.55
"
" New Life Pregnancy Center
"," 32.6851
"," -114.61
"
" New Life Pregnancy Center Winslow
"," 35.0263
"," -110.698
"
" Family First Pregnancy Care Center
"," 32.9897
"," -110.771
"
" New Life Pregnancy Center
"," 33.9684
"," -112.729
"
" Living Hope Centers
"," 33.837
"," -109.964
"
" Answers for Life Pregnancy Center
"," 32.2297
"," -110.893
"
" Teen Outreach Pregnancy Services
"," 32.2647
"," -110.928
"
" Fatima Women's Center
"," 32.2203
"," -110.934
"
" Reachout Women's Center
"," 32.2551
"," -110.944
"
" New Life Pregnancy Center
"," 32.2446
"," -110.91
"
" Tucson
"," 32.2357
"," -110.938
"
" Aid to Women Center
"," 33.4154
"," -111.916
"
" New Life Pregnancy Center
"," 33.3926
"," -111.924
"
" Choices Pregnancy Center
"," 33.4073
"," -111.929
"
" Living Hope Centers
"," 34.1343
"," -109.262
"
" New Life Pregnancy Center
"," 34.4941
"," -110.079
"
" Care Net Pregnancy Center of Cochise County
"," 31.5551
"," -110.286
"
" Living Hope Centers
"," 34.2556
"," -110.022
"
" Life Connections Pregnancy Resource & Referral
"," 34.5876
"," -112.328
"
" Community Pregnancy Center
"," 34.5438
"," -112.455
"
" Hope Women's Center
"," 33.466
"," -112.046
"
" Crisis Pregnancy Centers
"," 33.5089
"," -112.1
"
" New Life Pregnancy Center
"," 33.5514
"," -112.116
"
" With Child Crisis Pregnancy Center
"," 33.6253
"," -112.014
"
" Alpha Pregnancy Resource Center
"," 33.4954
"," -112.099
"
" First Way Pregnancy Center
"," 33.4898
"," -112.047
"
" Phoenix Women's Clinics
"," 33.4662
"," -112.135
"
" Pregnancy Resource Clinic of Arizona
"," 33.6781
"," -111.978
"
" New Life Pregnancy Center
"," 33.5101
"," -112.126
"
" Phoenix Women's Clinics
"," 33.5709
"," -112.065
"
" New Life Pregnancy Center- Phoenix South
"," 33.3917
"," -112.05
"
" Pregnancy & Parenting Center
"," 34.2317
"," -111.321
"
" Family First
"," 32.6181
"," -110.791
"
" Teen Outreach Pregnancy Services
"," 33.3928
"," -111.811
"
" New Life Pregnancy Center
"," 33.4001
"," -111.834
"
" Choices Pregnancy Center
"," 33.3942
"," -111.792
"
" A Heart 4 You Pregnancy Center
"," 33.0498
"," -112.048
"
" Lake Havasu Pregnancy Care
"," 34.4782
"," -114.333
"
" Advice and Aid Pregnancy Center
"," 35.2542
"," -114.012
"
" Teen Outreach Pregnancy Services
"," 33.5336
"," -112.161
"
" Choices Pregnancy Center
"," 33.5816
"," -112.184
"
" Pregnancy Care Center of Gilbert
"," 33.3368
"," -111.771
"
" Hope Pregnancy Resource Center
"," 35.1956
"," -111.653
"
" Advice and Aid Pregnancy Center
"," 35.5731
"," -114.3
"
" House of Ruth Pregnancy Care Center Inc
"," 34.7398
"," -112.014
"
" Hope Women's Center
"," 32.9863
"," -111.515
"
" Life Pregnancy Resource Center
"," 34.752
"," -112.455
"
" Pregnancy Care Center of Chandler
"," 33.3117
"," -111.86
"
" New Life Pregnancy Center
"," 32.8838
"," -111.74
"
" Pregnancy Resource Center
"," 34.5624
"," -111.855
"
" New Life Pregnancy Center
"," 35.0904
"," -114.598
"
" New Life Pregnancy Center
"," 33.4459
"," -112.349
"
" Hope Women's Center
"," 33.4173
"," -111.564
"
" Friends for Life Parenting
"," 35.2512
"," -91.7257
"
" Bethany Pregnancy Crisis Center
"," 36.2338
"," -93.1088
"
" Hannah Pregnancy Resource Center
"," 33.2116
"," -92.664
"
" Hannah Pregnancy Resource Center
"," 33.585
"," -92.8335
"
" The Cradle
"," 36.355
"," -93.5485
"
" Life Choices Inc
"," 33.1343
"," -91.96
"
" Heart to Heart Pregnancy Support Center
"," 35.3795
"," -94.416
"
" Concepts of Truth International
"," 35.225
"," -90.7911
"
" Change Point
"," 34.5002
"," -93.0403
"
" Breath of Life Pregnancy Resource Center
"," 34.3639
"," -92.8001
"
" HopePlace Warren
"," 33.6102
"," -92.0685
"
" Hannah Pregnancy Resource Center
"," 33.2686
"," -93.2422
"
" Clarksville Pregnancy Help Clinic
"," 35.4715
"," -93.4686
"
" Acts of Hope
"," 35.9325
"," -89.9147
"
" Abundant Life Pregnancy Resource Center
"," 35.1535
"," -92.7446
"
" Birthright of Little Rock
"," 34.7587
"," -92.3414
"
" Choices Pregnancy Services
"," 36.1795
"," -94.5332
"
" Friends for Life Medical
"," 35.251
"," -91.7264
"
" Choices Pregnancy Resource Clinic
"," 35.2895
"," -93.1651
"
" Loving Choices Pregnancy Centers
"," 36.286
"," -94.1626
"
" Hope Women's Resource Center
"," 34.1902
"," -92.024
"
" Caring Hearts Pregnancy Center
"," 34.7799
"," -92.2863
"
" Informed Choices Women's Center of the Ozarks
"," 36.3374
"," -92.3822
"
" Hope Place Monticello
"," 33.6286
"," -91.7914
"
" Fresh Start Pregnancy Resource Center
"," 34.585
"," -94.2423
"
" Arkansas Pregnancy Resource Center
"," 34.7461
"," -92.3968
"
" Options on Main
"," 35.8344
"," -90.7048
"
" 1st Choice Pregnancy Medical Center
"," 35.3852
"," -94.3797
"
" Loving Choices Pregnancy Centers
"," 36.0596
"," -94.1717
"
" Life Choices Inc
"," 35.0615
"," -92.4543
"
" Options Pregnancy Center
"," 34.9713
"," -92.0195
"
" Options Pregnancy Center
"," 34.8884
"," -92.0938
"
" The Pregnancy Test Center
"," 34.5633
"," -92.5978
"
" Options Pregnancy Center
"," 35.0681
"," -91.9031
"
" My Choice Clinic
"," 35.7693
"," -91.655
"
" New Beginnings Pregnancy Help Center
"," 36.2239
"," -91.6098
"
" Pregnancy Resource Center for Southwest Arkansas
"," 34.1201
"," -93.0569
"
" Pregnancy Resource Center Hueytown
"," 33.4229
"," -86.9851
"
" Women's Care Medical Center
"," 30.2995
"," -87.6836
"
" Women's Health Center
"," 30.6697
"," -87.8917
"
" HOPE Women's Services
"," 33.6641
"," -85.8254
"
" Life Choice Pregnancy Center
"," 32.5352
"," -85.8951
"
" Turning Point Pregnancy Center
"," 34.6636
"," -86.0468
"
" Women’s Resource Center
"," 30.8028
"," -88.0976
"
" Women’s Care Medical Center
"," 30.5495
"," -87.7075
"
" Etowah Pregnancy Testing Center
"," 33.9545
"," -86.0394
"
" First Choice Women’s Medical Center
"," 32.3786
"," -86.202
"
" Women’s Resource Center
"," 30.6752
"," -88.1148
"
" 2 B Choices for Women
"," 30.6812
"," -88.102
"
" Ann’s New Life Center
"," 33.5422
"," -86.5638
"
" Pregnancy Test and Resource Center
"," 33.834
"," -87.2766
"
" Alpha Women's Resource Center
"," 31.5757
"," -87.8832
"
" Hunstville Pregnancy Resource Center
"," 34.7222
"," -86.5773
"
" First Source For Women
"," 34.0598
"," -86.767
"
" North Jefferson Women’s Center
"," 33.6052
"," -86.7971
"
" Women’s Care Center
"," 34.4391
"," -85.7253
"
" Hope's Choice
"," 33.6878
"," -87.8296
"
" Pregnancy Resource Center
"," 31.8858
"," -85.1459
"
" Hope-Wiregrass Hope Group
"," 31.2305
"," -85.4349
"
" Wiregrass Emergency Pregnancy Service
"," 31.321
"," -85.8413
"
" Ann's New Life Center for Women
"," 33.5389
"," -86.2843
"
" Her Choice Birmingham Women's Center
"," 33.5071
"," -86.7977
"
" Resources for Women
"," 33.1848
"," -86.2469
"
" Women's Hope Medical Clinic
"," 32.6144
"," -85.4633
"
" River Region Pregnancy Center
"," 32.4631
"," -86.4722
"
" Choices Pregnancy Clinic
"," 33.2181
"," -87.5298
"
" Elmore County Pregnancy Center
"," 32.5379
"," -86.2042
"
" COPE Pregnancy Center
"," 32.3802
"," -86.2763
"
" Mary’s Haven Pregnancy and Family Resource Center
"," 32.4734
"," -86.4527
"
" Care Net Chilton
"," 32.8528
"," -86.6348
"
" Save-A-Life Pregnancy Resource Center
"," 33.2882
"," -86.8113
"
" Save-A-Life Dale County Pregnancy Center Inc.
"," 31.4428
"," -85.6635
"
" Blount County Sav-A-Life
"," 33.9457
"," -86.4744
"
" Sav-A-Life Pregnancy Test Center
"," 33.416
"," -86.8053
"
" Pregnancy Resource Center Hueytown
"," 33.4229
"," -86.9851
"
" Women's Resource Center of Escambia County
"," 31.0222
"," -87.4928
"
" Sav-A-Life of Covington County
"," 31.3092
"," -86.4836
"
" Pregnancy Care Center
"," 33.7751
"," -86.4715
"
" Shoals Sav-A-Life
"," 34.8367
"," -87.6457
"
" West Alabama Save-A-Life
"," 32.4991
"," -87.8436
"
" Sav-A-Life Pregnancy Resource Center
"," 34.5708
"," -86.9979
"
" Women's Life Center
"," 31.7998
"," -85.9746
"
" Sav-A-Life of Tallapoosa County
"," 32.9504
"," -85.9569
"
" Sav-A-Life of Lanett/Valley Inc.
"," 32.8737
"," -85.1886
"
" Positive Choices
"," 33.6994
"," -86.6053
"
" Safe Harbor Women's Medical Clinic
"," 32.4069
"," -87.0284
"
" Positive Choices
"," 33.5888
"," -86.656
"
" Women's Resource Center
"," 30.6744
"," -88.1449
"
" Real Life Pregnancy Center
"," 34.339
"," -86.3139
"
" Real Life Pregnancy Center
"," 34.2656
"," -86.2103
"
" Kodiak Crisis Pregnancy Center
"," 57.7884
"," -152.405
"
" HeartReach Center
"," 61.5738
"," -149.359
"
" Sitka Pregnancy Center
"," 57.0498
"," -135.304
"
" ABC Life Choices
"," 60.5544
"," -151.249
"
" Pregnancy Care Center of Homer
"," 59.6473
"," -151.546
"
" Copper Basin Pregnancy Center
"," 62.1109
"," -145.53
"
" Fyndout Free Pregnancy Center
"," 64.8356
"," -147.762
"
" Heart to Heart Pregnancy Resource Center
"," 61.3303
"," -149.57
"
" Community Pregnancy Center
"," 61.1821
"," -149.838
"
